locus tag	pan locus tag	pan gene symbol
SAOUHSC_02760	SAUPAN006018000	gltB2
S1072		-
SAOUHSC_02761	SAUPAN006020000	lnsB
S1073		-
SAOUHSC_02762	SAUPAN006022000	cntE
SAOUHSC_02763	SAUPAN006023000	cntF
SAOUHSC_02764	SAUPAN006024000	cntD
SAOUHSC_02765	SAUPAN006025000	cnzC
SAOUHSC_02766	SAUPAN006026000	cntB
SAOUHSC_02767	SAUPAN006027000	cntA
S1074		-
SAOUHSC_02768	SAUPAN006028000	cntM
S1075		-
SAOUHSC_02769	SAUPAN006029000	cntL
SAOUHSC_02770	SAUPAN006030000	cntK
S1076		-
S1077		-
SAOUHSC_02771	SAUPAN006033000	-
S1078		-
SAOUHSC_02772	SAUPAN006035000	-
S1079		-
SAOUHSC_02773	SAUPAN006037000	-
S1080		-
SAOUHSC_02774	SAUPAN006038000	-
S1081		-
SAOUHSC_02775	SAUPAN006040000	-
SAOUHSC_02776	SAUPAN006046000	-
SAOUHSC_A02635	SAUPAN006055000	-
SAOUHSC_02777	SAUPAN006049000	-
S1082		-
SAOUHSC_02778	SAUPAN006056000	-
S1083		-
S1084		-
S1085		-
SAOUHSC_02779	SAUPAN006058000	-
SAOUHSC_02780	SAUPAN006060000	-
S1086		-
SAOUHSC_02781	SAUPAN006063000	-
S1087		-
SAOUHSC_02782	SAUPAN006066000	-
SAOUHSC_02783	SAUPAN006068000	-
SAOUHSC_02784	SAUPAN006074000	-
SAOUHSC_02785	SAUPAN006070000	-
SAOUHSC_02786	SAUPAN006071000	-
SAOUHSC_02788	SAUPAN006078000	-
SAOUHSC_02789	SAUPAN006073000	-
S1088		-
SAOUHSC_02790	SAUPAN006083000	-
SAOUHSC_02791	SAUPAN006089000	-
SAOUHSC_02793	SAUPAN006091000	pgcA
S1089		-
SAOUHSC_02794	SAUPAN006092000	-
S1090		-
SAOUHSC_02795	SAUPAN006093000	-
SAOUHSC_02796	SAUPAN006095000	-
SAOUHSC_02797	SAUPAN006099000	-
SAOUHSC_02798	SAUPAN006108000	sasG
SAOUHSC_02799	SAUPAN006109000	sarT
S1091		-
SAOUHSC_02800	SAUPAN006110000	sarU
SAOUHSC_02801	SAUPAN006096000	gtaB
S1092		-
SAOUHSC_02802	SAUPAN006097000	fnbB
SAOUHSC_02803	SAUPAN006098000	fnbA
SAOUHSC_02804	SAUPAN006126000	-
SAOUHSC_02805	SAUPAN006127000	-
SAOUHSC_02806	SAUPAN006130000	gntP
S1093		-
SAOUHSC_02808	SAUPAN006131000	gntK
SAOUHSC_02809	SAUPAN006132000	gntR
SAOUHSC_02810	SAUPAN006133000	-
S1094		-
SAOUHSC_02811	SAUPAN006134000	relP
SAOUHSC_02812	SAUPAN006136000	-
S1095		-
S1096		-
SAOUHSC_02813	SAUPAN006139000	-
S1097		-
SAOUHSC_02815	SAUPAN006141000	-
S1098		-
S1099		-
SAOUHSC_02816	SAUPAN006142000	-
SAOUHSC_02817	SAUPAN006143000	-
SAOUHSC_02818	SAUPAN006148000	-
SAOUHSC_02819	SAUPAN006149000	-
SAOUHSC_02820	SAUPAN006150000	-
SAOUHSC_02821	SAUPAN006151000	-
S1100		-
SAOUHSC_02822	SAUPAN006159000	fbp
SAOUHSC_A02680	SAUPAN006160000	-
S1101		-
SAOUHSC_02823	SAUPAN006161000	-
S1102		-
SAOUHSC_02824	SAUPAN006162000	mhqE
SAOUHSC_02825	SAUPAN006163000	mhqD
SAOUHSC_02826	SAUPAN006164000	mhqR
SAOUHSC_02827	SAUPAN006165000	-
SAOUHSC_02828	SAUPAN006167000	-
SAOUHSC_02829	SAUPAN006168000	frp
S1103		-
SAOUHSC_02830	SAUPAN006169000	ddh
SAOUHSC_02831	SAUPAN006174000	-
S1104		-
SAOUHSC_02832	SAUPAN006176000	-
SAOUHSC_02833	SAUPAN006177000	-
SAOUHSC_02834	SAUPAN006178000	srtA
SAOUHSC_02836	SAUPAN006179000	-
S1105		-
SAOUHSC_02837	SAUPAN006180000	-
SAOUHSC_02838	SAUPAN006182000	-
SAOUHSC_02839	SAUPAN006183000	sdaAA
SAOUHSC_02840	SAUPAN006184000	sdaAB
SAOUHSC_02841	SAUPAN006185000	-
S1106		-
S1107		-
SAOUHSC_02842	SAUPAN006186000	-
S1108		-
S1109		-
SAOUHSC_02843	SAUPAN006188000	-
SAOUHSC_02844	SAUPAN006189000	-
S1110		-
SAOUHSC_02845	SAUPAN006190000	-
SAOUHSC_02846	SAUPAN006191000	-
S1111		-
SAOUHSC_02848	SAUPAN006195000	glcB
S1112		-
SAOUHSC_02849	SAUPAN006196000	cidC
SAOUHSC_02850	SAUPAN006197000	cidB
SAOUHSC_02851	SAUPAN006198000	cidA
SAOUHSC_02852	SAUPAN006199000	cidR
S1113		-
SAOUHSC_02853	SAUPAN006200000	-
S1114		-
SAOUHSC_02855	SAUPAN006202000	-
S1115		-
SAOUHSC_02856	SAUPAN006203000	-
S1116		-
SAOUHSC_02857	SAUPAN006204000	-
S1117		-
SAOUHSC_02858	SAUPAN006205000	-
S1118		-
SAOUHSC_02859	SAUPAN006206000	mvaA
S1119		-
S1120		-
SAOUHSC_02860	SAUPAN006207000	mvaS
S1121		-
SAOUHSC_02861	SAUPAN006209000	-
S1122		-
SAOUHSC_02862	SAUPAN006210000	clpL
SAOUHSC_02863	SAUPAN006211000	-
SAOUHSC_02864	SAUPAN006212000	feoB
SAOUHSC_02865	SAUPAN006213000	feoA
SAOUHSC_02866	SAUPAN006214000	farE
S1123		-
S1124		-
SAOUHSC_02867	SAUPAN006215000	farR
SAOUHSC_02868	SAUPAN006216000	-
SAOUHSC_02869	SAUPAN006217000	rocA
S1125		-
SAOUHSC_02871	SAUPAN006218000	-
SAOUHSC_02872	SAUPAN006219000	cwrA
S1126		-
SAOUHSC_02873	SAUPAN006220000	copA
S1127		-
SAOUHSC_02874	SAUPAN006222000	copZ
SAOUHSC_02875	SAUPAN006223000	-
SAOUHSC_02876	SAUPAN006224000	-
S1128		-
S1129		-
SAOUHSC_02877	SAUPAN006225000	crtN
SAOUHSC_02879	SAUPAN006226000	crtM
SAOUHSC_02880	SAUPAN006227000	crtQ
SAOUHSC_02881	SAUPAN006228000	crtP
SAOUHSC_02882	SAUPAN006229000	crtO
S1130		-
SAOUHSC_02883	SAUPAN006230000	-
S1131		-
SAOUHSC_02885	SAUPAN006232000	oatA
S1132		-
SAOUHSC_02886	SAUPAN006233000	-
S1133		-
SAOUHSC_02887	SAUPAN006235000	isaA
S1134		-
S1135		-
SAOUHSC_02888	SAUPAN006236000	-
S1136		-
SAOUHSC_02889	SAUPAN006237000	-
SAOUHSC_02890	SAUPAN006239000	-
SAOUHSC_02891	SAUPAN006240000	-
SAOUHSC_02892	SAUPAN006241000	-
SAOUHSC_02893	SAUPAN006245000	-
SAOUHSC_02894	SAUPAN006248000	-
SAOUHSC_02895	SAUPAN006249000	-
SAOUHSC_02896	SAUPAN006251000	-
S1137		-
SAOUHSC_02897	SAUPAN006252000	gbaA
SAOUHSC_02898	SAUPAN006253000	gbaB
S1138		-
SAOUHSC_02899	SAUPAN006255000	-
SAOUHSC_02900	SAUPAN006257000	-
S1139		-
SAOUHSC_02901	SAUPAN006259000	-
S1140		-
SAOUHSC_02902	SAUPAN006261000	-
SAOUHSC_02904	SAUPAN006262000	-
S1141		-
S1142		-
SAOUHSC_02905	SAUPAN006264000	-
SAOUHSC_02906	SAUPAN006265000	-
SAOUHSC_02907	SAUPAN006266000	-
SAOUHSC_02908	SAUPAN006268000	-
S1143		-
SAOUHSC_02909	SAUPAN006269000	pyrD
S1144		-
SAOUHSC_02910	SAUPAN006270000	-
S1145		-
SAOUHSC_02911	SAUPAN006272000	-
SAOUHSC_02912	SAUPAN006274000	-
SAOUHSC_02913	SAUPAN006275000	-
SAOUHSC_02914	SAUPAN006276000	-
SAOUHSC_02915	SAUPAN006278000	-
SAOUHSC_02916	SAUPAN006281000	panD
SAOUHSC_02918	SAUPAN006292000	panC
SAOUHSC_02919	SAUPAN006293000	panB
S1146		-
SAOUHSC_02920	SAUPAN006294000	panE
SAOUHSC_02921	SAUPAN006295000	budA2
S1147		-
SAOUHSC_02922	SAUPAN006297000	ldh2
S1148		-
S1149		-
SAOUHSC_A02771	SAUPAN006299000	-
SAOUHSC_02923	SAUPAN006300000	bcaP
SAOUHSC_02924	SAUPAN006301000	-
S1150		-
SAOUHSC_02925	SAUPAN006303000	-
S1151		-
SAOUHSC_02926	SAUPAN006305000	fdaB
SAOUHSC_02927	SAUPAN006306000	lqo
S1152		-
S1153		-
SAOUHSC_02928	SAUPAN006307000	-
SAOUHSC_02929	SAUPAN006309000	mbcS
S1154		-
S1155		-
SAOUHSC_02930	SAUPAN006310000	-
SAOUHSC_02931	SAUPAN006312000	-
SAOUHSC_02932	SAUPAN006313000	betA
S1156		-
SAOUHSC_02933	SAUPAN006314000	betB
SAOUHSC_02934	SAUPAN006315000	-
SAOUHSC_02935	SAUPAN006316000	-
S1157		-
S1158		-
SAOUHSC_02936	SAUPAN006317000	-
SAOUHSC_02937	SAUPAN006318000	cudT
S1159		-
SAOUHSC_02939	SAUPAN006319000	-
SAOUHSC_02940	SAUPAN006320000	-
SAOUHSC_02941	SAUPAN006321000	nrdG
SAOUHSC_02942	SAUPAN006322000	nrdD
SAOUHSC_02943	SAUPAN006323000	citM
SAOUHSC_02944	SAUPAN006324000	-
S1160		-
SAOUHSC_02945	SAUPAN006325000	cysG
SAOUHSC_02947	SAUPAN006326000	cysJ
S1161		-
SAOUHSC_02948	SAUPAN006328000	-
SAOUHSC_02949	SAUPAN006329000	gpxA2
SAOUHSC_A02794	SAUPAN006330000	-
S1162		-
SAOUHSC_02950	SAUPAN006331000	-
SAOUHSC_A02795	SAUPAN006333000	-
S1163		-
SAOUHSC_02953	SAUPAN006334000	nsaB
SAOUHSC_02954	SAUPAN006336000	nsaA
SAOUHSC_02955	SAUPAN006337000	nsaS
SAOUHSC_02956	SAUPAN006338000	nsaR
SAOUHSC_02957	SAUPAN006340000	-
SAOUHSC_A02801	SAUPAN006341000	-
SAOUHSC_02958	SAUPAN006349000	phoB
S1164		-
SAOUHSC_02960	SAUPAN006352000	-
SAOUHSC_02961	SAUPAN006354000	-
SAOUHSC_02962	SAUPAN006356000	estA
SAOUHSC_02963	SAUPAN006357000	clfB
SAOUHSC_02964	SAUPAN006359000	arcR
S1165		-
SAOUHSC_02965	SAUPAN006361000	arcC
SAOUHSC_02967	SAUPAN006362000	arcD
SAOUHSC_02968	SAUPAN006363000	arcB
SAOUHSC_02969	SAUPAN006364000	arcA
SAOUHSC_A02811	SAUPAN006365000	-
SAOUHSC_02970	SAUPAN006366000	argR3
SAOUHSC_02971	SAUPAN006367000	aur
SAOUHSC_02972	SAUPAN006369000	isaB
SAOUHSC_02973	SAUPAN006370000	-
SAOUHSC_02974	SAUPAN006371000	-
SAOUHSC_02975	SAUPAN006372000	manP
SAOUHSC_02976	SAUPAN006373000	pmi
SAOUHSC_02978	SAUPAN006374000	-
S1166		-
S1167		-
SAOUHSC_02979	SAUPAN006375000	-
S1168		-
SAOUHSC_02980	SAUPAN006378000	-
S1169		-
SAOUHSC_02982	SAUPAN006379000	sasF
S1170		-
SAOUHSC_02983	SAUPAN006380000	gtfB
SAOUHSC_02984	SAUPAN006381000	gtfA
SAOUHSC_02985	SAUPAN006382000	secA2
SAOUHSC_02986	SAUPAN006384000	asp3
SAOUHSC_02987	SAUPAN006385000	asp2
SAOUHSC_02988	SAUPAN006387000	asp1
SAOUHSC_02989	SAUPAN006389000	secY2
SAOUHSC_02990	SAUPAN006390000	sasA
S1171		-
SAOUHSC_02991	SAUPAN006392000	-
S1172		-
SAOUHSC_02992	SAUPAN006399000	-
SAOUHSC_02993	SAUPAN006401000	-
SAOUHSC_02994	SAUPAN006403000	-
SAOUHSC_02995	SAUPAN006404000	-
SAOUHSC_02996	SAUPAN006405000	msrA3
SAOUHSC_02997	SAUPAN006406000	-
SAOUHSC_02998	SAUPAN006407000	cap1C
SAOUHSC_02999	SAUPAN006408000	cap1B
SAOUHSC_03000	SAUPAN006409000	cap1A
S1173		-
SAOUHSC_03001	SAUPAN006410000	icaR
S1174		-
SAOUHSC_03002	SAUPAN006411000	icaA
SAOUHSC_03003	SAUPAN006412000	icaD
SAOUHSC_03004	SAUPAN006413000	icaB
SAOUHSC_03005	SAUPAN006414000	icaC
S1175		-
SAOUHSC_03006	SAUPAN006420000	gehA
S1176		-
S1177		-
SAOUHSC_A02856	SAUPAN006422000	-
S1178		-
SAOUHSC_03008	SAUPAN006428000	hisF
SAOUHSC_03009	SAUPAN006429000	hisA
SAOUHSC_03010	SAUPAN006430000	hisH
SAOUHSC_03011	SAUPAN006431000	hisB
SAOUHSC_03012	SAUPAN006432000	-
SAOUHSC_03013	SAUPAN006433000	hisD
SAOUHSC_03014	SAUPAN006434000	hisG
SAOUHSC_03015	SAUPAN006435000	hisZ
S1179		-
SAOUHSC_03016	SAUPAN006437000	-
S1180		-
SAOUHSC_03017	SAUPAN006438000	-
SAOUHSC_03018	SAUPAN006439000	-
SAOUHSC_03019	SAUPAN006440000	-
SAOUHSC_03020	SAUPAN006441000	-
SAOUHSC_03021	SAUPAN006442000	-
S1181		-
S1182		-
SAOUHSC_03022	SAUPAN006443000	-
SAOUHSC_03023	SAUPAN006445000	drp35
S1183		-
SAOUHSC_03024	SAUPAN006446000	-
SAOUHSC_03025	SAUPAN006447000	pcp
S1184		-
SAOUHSC_03026	SAUPAN006448000	-
SAOUHSC_03027	SAUPAN006449000	-
SAOUHSC_03028	SAUPAN006450000	bstA
SAOUHSC_03030	SAUPAN006453000	-
SAOUHSC_03031	SAUPAN006457000	rarD
SAOUHSC_03032	SAUPAN006458000	-
SAOUHSC_03033	SAUPAN006459000	nixA
S1185		-
SAOUHSC_03034	SAUPAN006461000	-
SAOUHSC_03035	SAUPAN006464000	-
SAOUHSC_03036	SAUPAN006465000	vraD
SAOUHSC_03037	SAUPAN006466000	vraE
SAOUHSC_03037a	SAUPAN006468000	vraH
SAOUHSC_03040	SAUPAN006473000	-
SAOUHSC_03041	SAUPAN006470000	-
SAOUHSC_03042	SAUPAN006469000	-
SAOUHSC_3042a	SAUPAN006472000	vraH2
S1186		-
SAOUHSC_03045	SAUPAN006479000	cspB
SAOUHSC_03046	SAUPAN006480000	-
S1187		-
SAOUHSC_03047	SAUPAN006481000	-
S1188		-
SAOUHSC_03048	SAUPAN006482000	-
SAOUHSC_03049	SAUPAN006486000	noc
SAOUHSC_03051	SAUPAN006487000	gidB
SAOUHSC_03052	SAUPAN006488000	gidA
SAOUHSC_03053	SAUPAN006489000	trmE
S1190		-
SAOUHSC_03054	SAUPAN006490000	rnpA
S1191		-
SAOUHSC_03055	SAUPAN006491000	rpmH
S1192		-

created by aureowiki on 2023 Nov 03
