# Program:featureCounts v1.6.3; Command:"featureCounts" "--extraAttributes" "Name" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "3" "-a" "tmp/reference.gff" "-o" "tmp/counts.txt" "tmp/mapped_reads/SRR10379721_mapped.sam" "tmp/mapped_reads/SRR10379722_mapped.sam" "tmp/mapped_reads/SRR10379723_mapped.sam" "tmp/mapped_reads/SRR10379724_mapped.sam" "tmp/mapped_reads/SRR10379725_mapped.sam" "tmp/mapped_reads/SRR10379726_mapped.sam" 
Geneid	Chr	Start	End	Strand	Length	Name	tmp/mapped_reads/SRR10379721_mapped.sam	tmp/mapped_reads/SRR10379722_mapped.sam	tmp/mapped_reads/SRR10379723_mapped.sam	tmp/mapped_reads/SRR10379724_mapped.sam	tmp/mapped_reads/SRR10379725_mapped.sam	tmp/mapped_reads/SRR10379726_mapped.sam
gene-SAOUHSC_01028	CP000253.1	998122	998388	+	267	SAOUHSC_01028	10999	10832	6927	24358	19929	7244
gene-SAOUHSC_01029	CP000253.1	998391	1000109	+	1719	SAOUHSC_01029	83994	84378	54183	149276	131597	32754
gene-SAOUHSC_01030	CP000253.1	1000346	1000579	-	234	SAOUHSC_01030	559	340	375	484	336	13
gene-SAOUHSC_01031	CP000253.1	1000777	1002138	+	1362	SAOUHSC_01031	10556	7745	6449	5298	5609	1090
gene-SAOUHSC_01032	CP000253.1	1002135	1003154	+	1020	SAOUHSC_01032	8123	5910	4893	4329	5071	294
gene-SAOUHSC_01034	CP000253.1	1003287	1003949	+	663	SAOUHSC_01034	6632	5629	4012	6135	8706	2584
gene-SAOUHSC_A00992	CP000253.1	1003967	1004122	+	156	SAOUHSC_A00992	1431	1410	901	1200	1314	401
gene-SAOUHSC_01035	CP000253.1	1004298	1005995	-	1698	SAOUHSC_01035	25286	18037	13750	34295	30279	3179
gene-SAOUHSC_01036	CP000253.1	1005995	1006213	-	219	SAOUHSC_01036	1879	1297	1218	2988	4493	263
gene-SAOUHSC_01037	CP000253.1	1006242	1006364	-	123	SAOUHSC_01037	126	138	108	355	787	5
gene-SAOUHSC_01038	CP000253.1	1006694	1007245	-	552	SAOUHSC_01038	2586	1729	1595	2274	2235	315
gene-SAOUHSC_01039	CP000253.1	1007610	1008236	+	627	SAOUHSC_01039	3487	2171	2109	5627	6295	260
gene-SAOUHSC_01040	CP000253.1	1008407	1009519	+	1113	SAOUHSC_01040	36740	33967	25448	33115	21669	7505
gene-SAOUHSC_01041	CP000253.1	1009523	1010500	+	978	SAOUHSC_01041	28849	24685	19361	26423	15083	12853
gene-SAOUHSC_01042	CP000253.1	1010591	1011883	+	1293	SAOUHSC_01042	59206	53161	39646	55784	34775	18772
gene-SAOUHSC_01043	CP000253.1	1011887	1013293	+	1407	SAOUHSC_01043	81787	65140	52311	80943	36976	13100
gene-SAOUHSC_01044	CP000253.1	1013461	1013736	+	276	SAOUHSC_01044	808	642	540	1004	1317	240
gene-SAOUHSC_01045	CP000253.1	1013880	1014419	+	540	SAOUHSC_01045	1398	1488	1333	1385	2251	98
gene-SAOUHSC_01046	CP000253.1	1014432	1015526	+	1095	SAOUHSC_01046	2633	2919	2466	1948	3307	149
gene-SAOUHSC_01047	CP000253.1	1015519	1016316	+	798	SAOUHSC_01047	1177	1162	1184	655	1051	89
gene-SAOUHSC_01048	CP000253.1	1016322	1017131	+	810	SAOUHSC_01048	2524	2417	2446	1292	1848	108
gene-SAOUHSC_01049	CP000253.1	1017131	1018204	+	1074	SAOUHSC_01049	6684	6231	5659	4984	5909	4235
gene-SAOUHSC_01050	CP000253.1	1018278	1019297	+	1020	SAOUHSC_01050	38377	28817	30311	32272	48074	6489
gene-SAOUHSC_01051	CP000253.1	1019580	1019999	+	420	SAOUHSC_01051	1259	872	676	3645	5049	609
gene-SAOUHSC_01053	CP000253.1	1020081	1021433	-	1353	SAOUHSC_01053	2098	1454	1383	2990	3990	446
gene-SAOUHSC_01054	CP000253.1	1021617	1022231	-	615	SAOUHSC_01054	1355	867	565	2089	2347	259
gene-SAOUHSC_01055	CP000253.1	1022388	1023215	+	828	SAOUHSC_01055	19669	14909	12677	8985	9252	3418
gene-SAOUHSC_01057	CP000253.1	1023313	1023600	+	288	SAOUHSC_01057	2178	1726	1616	2857	3314	422
gene-SAOUHSC_01058	CP000253.1	1023662	1025509	+	1848	SAOUHSC_01058	21388	14998	17657	14543	11768	2407
gene-SAOUHSC_01060	CP000253.1	1025649	1025816	-	168	SAOUHSC_01060	875	744	610	1112	1236	134
gene-SAOUHSC_01061	CP000253.1	1025818	1026300	-	483	SAOUHSC_01061	2063	1498	1475	2591	2763	245
gene-SAOUHSC_01062	CP000253.1	1026441	1026716	+	276	SAOUHSC_01062	2890	2336	1944	6704	4901	349
gene-SAOUHSC_01063	CP000253.1	1027030	1028256	+	1227	SAOUHSC_01063	4912	3524	3402	6266	7557	872
gene-SAOUHSC_01064	CP000253.1	1028810	1032262	+	3453	SAOUHSC_01064	18684	14697	12178	53857	51889	13026
gene-SAOUHSC_01065	CP000253.1	1032402	1033472	-	1071	SAOUHSC_01065	5561	4243	3754	7625	8584	2031
gene-SAOUHSC_01066	CP000253.1	1033753	1034664	+	912	SAOUHSC_01066	3834	4488	2625	9699	10767	1818
gene-SAOUHSC_01067	CP000253.1	1034689	1035150	+	462	SAOUHSC_01067	2914	2815	2087	6538	8476	434
gene-SAOUHSC_01068	CP000253.1	1035362	1035565	+	204	SAOUHSC_01068	80	60	102	236	459	35
gene-SAOUHSC_01069	CP000253.1	1035693	1036514	+	822	SAOUHSC_01069	3533	2886	2303	5092	6238	670
gene-SAOUHSC_01070	CP000253.1	1036530	1036964	+	435	SAOUHSC_01070	1905	1508	1241	2321	2576	402
gene-SAOUHSC_01071	CP000253.1	1037027	1037953	-	927	SAOUHSC_01071	1524	1131	863	2387	3852	672
gene-SAOUHSC_01072	CP000253.1	1038192	1038446	+	255	SAOUHSC_01072	489	395	265	1011	1018	35
gene-SAOUHSC_01073	CP000253.1	1038449	1038838	-	390	SAOUHSC_01073	587	367	386	987	1170	77
gene-SAOUHSC_01074	CP000253.1	1038980	1039450	+	471	SAOUHSC_01074	1282	774	976	1066	1687	372
gene-SAOUHSC_01075	CP000253.1	1039452	1039934	+	483	SAOUHSC_01075	2624	1560	2020	1840	2272	346
gene-SAOUHSC_01076	CP000253.1	1039996	1041135	-	1140	SAOUHSC_01076	1193	929	786	1354	1731	128
gene-SAOUHSC_01077	CP000253.1	1041262	1041819	+	558	SAOUHSC_01077	38899	32688	34653	20363	18235	1621
gene-SAOUHSC_A01041	CP000253.1	1041731	1041955	-	225	SAOUHSC_A01041	1458	1240	2117	825	2387	234
gene-SAOUHSC_01078	CP000253.1	1041899	1042030	+	132	SAOUHSC_01078	2678	2009	2277	1965	1271	234
gene-SAOUHSC_01079	CP000253.1	1042227	1044164	-	1938	SAOUHSC_01079	1876	1344	1428	519	471	75
gene-SAOUHSC_01081	CP000253.1	1044368	1045420	-	1053	SAOUHSC_01081	1028	634	588	1618	2933	407
gene-SAOUHSC_01082	CP000253.1	1045629	1046312	+	684	SAOUHSC_01082	279	209	187	369	419	38
gene-SAOUHSC_01084	CP000253.1	1046312	1047388	+	1077	SAOUHSC_01084	482	284	321	359	510	17
gene-SAOUHSC_01085	CP000253.1	1047415	1048263	+	849	SAOUHSC_01085	421	273	251	205	252	18
gene-SAOUHSC_01086	CP000253.1	1048276	1049052	+	777	SAOUHSC_01086	207	127	144	109	145	17
gene-SAOUHSC_01087	CP000253.1	1048947	1049240	+	294	SAOUHSC_01087	91	63	70	45	50	6
gene-SAOUHSC_01088	CP000253.1	1049302	1050036	+	735	SAOUHSC_01088	149	85	109	77	103	13
gene-SAOUHSC_01089	CP000253.1	1050055	1050378	+	324	SAOUHSC_01089	151	70	113	56	103	3
gene-SAOUHSC_01090	CP000253.1	1050415	1050522	+	108	SAOUHSC_01090	14	5	5	7	12	0
gene-SAOUHSC_01091	CP000253.1	1050762	1051502	+	741	SAOUHSC_01091	2410	1825	1702	4569	4813	685
gene-SAOUHSC_01092	CP000253.1	1051883	1052941	+	1059	SAOUHSC_01092	1066	918	682	1431	1631	420
gene-SAOUHSC_01093	CP000253.1	1052941	1055343	+	2403	SAOUHSC_01093	5283	3766	3513	8009	10092	1610
gene-SAOUHSC_01095	CP000253.1	1055514	1056452	-	939	SAOUHSC_01095	744	534	428	975	1066	273
gene-SAOUHSC_01096	CP000253.1	1056822	1057082	+	261	SAOUHSC_01096	1519	1214	1097	1716	2074	202
gene-SAOUHSC_01097	CP000253.1	1057090	1057611	+	522	SAOUHSC_01097	2630	1930	1690	2192	2144	90
gene-SAOUHSC_01098	CP000253.1	1057684	1059396	+	1713	SAOUHSC_01098	5616	4364	3167	4362	4065	334
gene-SAOUHSC_01099	CP000253.1	1059406	1061754	+	2349	SAOUHSC_01099	10287	8408	6624	9043	8904	1514
gene-SAOUHSC_01100	CP000253.1	1061927	1062241	+	315	SAOUHSC_01100	9507	7680	4184	16088	13662	1384
gene-SAOUHSC_01101	CP000253.1	1062304	1062399	-	96	SAOUHSC_01101	186	118	131	169	215	4
gene-SAOUHSC_01102	CP000253.1	1062634	1064346	+	1713	SAOUHSC_01102	4987	4591	3254	6544	8151	1656
gene-SAOUHSC_01103	CP000253.1	1064670	1065284	+	615	SAOUHSC_01103	8415	8544	5937	12832	12467	1384
gene-SAOUHSC_01104	CP000253.1	1065336	1067102	+	1767	SAOUHSC_01104	52389	52612	37515	50041	57134	20125
gene-SAOUHSC_01105	CP000253.1	1067102	1067917	+	816	SAOUHSC_01105	38795	36205	27260	30401	27635	5691
gene-SAOUHSC_01106	CP000253.1	1068153	1068953	+	801	SAOUHSC_01106	4597	4202	2737	7480	9319	2110
gene-SAOUHSC_01107	CP000253.1	1068965	1069552	+	588	SAOUHSC_01107	3102	2622	1849	4346	4877	525
gene-SAOUHSC_01108	CP000253.1	1069545	1070048	+	504	SAOUHSC_01108	3490	3206	1990	4692	5742	286
gene-SAOUHSC_01109	CP000253.1	1070176	1070343	+	168	SAOUHSC_01109	1	0	2	5	2	0
gene-SAOUHSC_01110	CP000253.1	1070537	1070866	+	330	SAOUHSC_01110	15008	9881	7904	21245	8992	249
gene-SAOUHSC_01111	CP000253.1	1071183	1071275	-	93	SAOUHSC_01111	6	6	6	6	1	1
gene-SAOUHSC_01112	CP000253.1	1071235	1071636	-	402	SAOUHSC_01112	1661	1234	1077	1357	755	23
gene-SAOUHSC_01113	CP000253.1	1072308	1072814	+	507	SAOUHSC_01113	1160	712	1202	543	552	40
gene-SAOUHSC_01114	CP000253.1	1073073	1073570	+	498	SAOUHSC_01114	7297	5167	4302	9179	4843	462
gene-SAOUHSC_01115	CP000253.1	1073724	1074074	+	351	SAOUHSC_01115	4965	3201	3034	5906	3381	142
gene-SAOUHSC_01118	CP000253.1	1074500	1074745	+	246	SAOUHSC_01118	693	494	397	654	578	377
gene-SAOUHSC_A01079	CP000253.1	1074797	1074952	+	156	SAOUHSC_A01079	57	51	44	36	22	9
gene-SAOUHSC_01119	CP000253.1	1074896	1075081	-	186	SAOUHSC_01119	238	99	155	330	212	22
gene-SAOUHSC_A01081	CP000253.1	1075291	1075509	-	219	SAOUHSC_A01081	62	46	113	321	417	67
gene-SAOUHSC_01120	CP000253.1	1075703	1075936	-	234	SAOUHSC_01120	1019	784	759	1855	1788	117
gene-SAOUHSC_01121	CP000253.1	1076413	1077372	-	960	SAOUHSC_01121	582541	377838	420517	33205	30644	2886
gene-SAOUHSC_01122	CP000253.1	1078045	1078191	+	147	SAOUHSC_01122	6	5	6	2	1	0
gene-SAOUHSC_01123	CP000253.1	1078148	1078372	+	225	SAOUHSC_01123	2142	1480	1842	640	333	8
gene-SAOUHSC_01124	CP000253.1	1078816	1079532	-	717	SAOUHSC_01124	1187	821	1067	434	536	42
gene-SAOUHSC_01125	CP000253.1	1079640	1080365	-	726	SAOUHSC_01125	749	499	640	293	311	23
gene-SAOUHSC_01127	CP000253.1	1080460	1081185	-	726	SAOUHSC_01127	759	593	616	344	413	37
gene-SAOUHSC_01128	CP000253.1	1081623	1082624	+	1002	SAOUHSC_01128	970	803	733	388	399	79
gene-SAOUHSC_01129	CP000253.1	1082647	1083579	+	933	SAOUHSC_01129	2084	1479	1565	567	762	168
gene-SAOUHSC_01130	CP000253.1	1083817	1085307	+	1491	SAOUHSC_01130	4031	3296	3216	2794	4098	1465
gene-SAOUHSC_01131	CP000253.1	1085615	1085842	+	228	SAOUHSC_01131	854	641	718	1332	1192	42
gene-SAOUHSC_01133	CP000253.1	1086147	1087094	-	948	SAOUHSC_01133	769	589	602	1635	1764	216
gene-SAOUHSC_01134	CP000253.1	1087343	1087531	+	189	SAOUHSC_01134	119	65	62	203	234	9
gene-SAOUHSC_T0006	CP000253.1	1088006	1088079	-	74	SAOUHSC_T0006	274	357	115	487	381	96
gene-SAOUHSC_01135	CP000253.1	1088443	1088577	+	135	SAOUHSC_01135	35708	13012	29621	1331	1118	155
gene-SAOUHSC_01136	CP000253.1	1088634	1088768	+	135	SAOUHSC_01136	56967	24881	44764	2278	875	719
gene-SAOUHSC_01137	CP000253.1	1088892	1089587	+	696	SAOUHSC_01137	2711	1519	2444	1090	1513	178
gene-SAOUHSC_01138	CP000253.1	1089696	1090136	-	441	SAOUHSC_01138	6698	4675	5277	4820	6465	356
gene-SAOUHSC_01139	CP000253.1	1090331	1090558	+	228	SAOUHSC_01139	1818	1169	1746	695	952	20
gene-SAOUHSC_01140	CP000253.1	1090500	1090661	-	162	SAOUHSC_01140	1480	1102	1275	624	589	353
gene-SAOUHSC_01141	CP000253.1	1090750	1091952	+	1203	SAOUHSC_01141	23559	16687	21654	7078	6452	828
gene-SAOUHSC_01142	CP000253.1	1092096	1092527	+	432	SAOUHSC_01142	10368	9163	5864	34635	24048	3588
gene-SAOUHSC_01143	CP000253.1	1092564	1093478	+	915	SAOUHSC_01143	11648	10234	6779	41469	39370	13641
gene-SAOUHSC_01144	CP000253.1	1093492	1093893	+	402	SAOUHSC_01144	4830	3273	2928	7451	9453	970
gene-SAOUHSC_01145	CP000253.1	1093874	1096108	+	2235	SAOUHSC_01145	15722	12213	10305	19396	15947	4250
gene-SAOUHSC_01146	CP000253.1	1096400	1097365	+	966	SAOUHSC_01146	1694	1443	1193	2369	1559	454
gene-SAOUHSC_01147	CP000253.1	1097367	1098716	+	1350	SAOUHSC_01147	4254	3612	2770	6001	5594	941
gene-SAOUHSC_01148	CP000253.1	1098732	1100051	+	1320	SAOUHSC_01148	6956	6264	5212	10272	12932	1854
gene-SAOUHSC_01149	CP000253.1	1100157	1101569	+	1413	SAOUHSC_01149	23421	23180	16343	53202	68923	5734
gene-SAOUHSC_01150	CP000253.1	1101602	1102774	+	1173	SAOUHSC_01150	43171	38426	28676	89422	102792	44106
gene-SAOUHSC_01152	CP000253.1	1103160	1103825	+	666	SAOUHSC_01152	2325	2021	1577	2927	4180	349
gene-SAOUHSC_01153	CP000253.1	1103849	1104517	+	669	SAOUHSC_01153	17045	14559	13837	18668	21535	1466
gene-SAOUHSC_01154	CP000253.1	1104514	1105077	+	564	SAOUHSC_01154	23346	22032	18164	21538	20859	6010
gene-SAOUHSC_01155	CP000253.1	1105089	1105379	+	291	SAOUHSC_01155	7055	5141	6709	6465	4997	520
gene-SAOUHSC_01156	CP000253.1	1105462	1106268	+	807	SAOUHSC_01156	7467	6458	6179	5531	7507	267
gene-SAOUHSC_01158	CP000253.1	1106292	1106909	+	618	SAOUHSC_01158	28719	21722	23625	20530	26955	5288
gene-SAOUHSC_01159	CP000253.1	1107130	1109883	+	2754	SAOUHSC_01159	5442	3991	3218	7826	11403	3081
gene-SAOUHSC_01160	CP000253.1	1110173	1110970	+	798	SAOUHSC_01160	1421	1120	847	1952	2463	177
gene-SAOUHSC_01161	CP000253.1	1111031	1111240	-	210	SAOUHSC_01161	283	134	209	299	448	24
gene-SAOUHSC_01162	CP000253.1	1111794	1112285	+	492	SAOUHSC_01162	1488	1345	1559	1356	1900	168
gene-SAOUHSC_01163	CP000253.1	1112285	1113202	+	918	SAOUHSC_01163	9290	7952	8288	6219	7514	1484
gene-SAOUHSC_01164	CP000253.1	1113602	1114129	+	528	SAOUHSC_01164	2400	1403	1358	1919	1425	148
gene-SAOUHSC_01165	CP000253.1	1114347	1115654	+	1308	SAOUHSC_01165	1637	1060	1137	7370	2611	140
gene-SAOUHSC_01166	CP000253.1	1115682	1116563	+	882	SAOUHSC_01166	1290	863	897	12101	5148	645
gene-SAOUHSC_01168	CP000253.1	1116581	1117855	+	1275	SAOUHSC_01168	2469	1810	1784	17919	7108	1218
gene-SAOUHSC_01169	CP000253.1	1117857	1118957	+	1101	SAOUHSC_01169	2162	1516	1490	13777	4358	323
gene-SAOUHSC_01170	CP000253.1	1118950	1122123	+	3174	SAOUHSC_01170	7722	5078	6119	35645	17354	4130
gene-SAOUHSC_01171	CP000253.1	1122233	1122925	+	693	SAOUHSC_01171	1863	1307	1552	5160	3220	319
gene-SAOUHSC_01172	CP000253.1	1122925	1123536	+	612	SAOUHSC_01172	1908	1154	1590	4174	2202	288
gene-SAOUHSC_01173	CP000253.1	1123566	1123778	+	213	SAOUHSC_01173	2066	1363	1586	2525	3048	159
gene-SAOUHSC_01174	CP000253.1	1124215	1124616	+	402	SAOUHSC_01174	3181	2449	2255	2693	2427	640
gene-SAOUHSC_01175	CP000253.1	1124879	1126576	-	1698	SAOUHSC_01175	10593	9129	6902	7847	6650	522
gene-SAOUHSC_01176	CP000253.1	1126851	1127474	+	624	SAOUHSC_01176	6174	5518	5049	19228	24576	1942
gene-SAOUHSC_01177	CP000253.1	1127474	1127692	+	219	SAOUHSC_01177	2507	2312	2011	5729	7073	747
gene-SAOUHSC_01178	CP000253.1	1127908	1129107	+	1200	SAOUHSC_01178	3064	2520	2004	3008	3440	530
gene-SAOUHSC_01179	CP000253.1	1129107	1131515	+	2409	SAOUHSC_01179	7477	5629	5356	6141	6761	1818
gene-SAOUHSC_01180	CP000253.1	1132021	1132974	+	954	SAOUHSC_01180	1128	849	881	510	470	25
gene-SAOUHSC_01181	CP000253.1	1133137	1133415	-	279	SAOUHSC_01181	5942	6394	3365	13104	15625	2046
gene-SAOUHSC_01182	CP000253.1	1133639	1134127	+	489	SAOUHSC_01182	2549	2056	2133	1724	2422	157
gene-SAOUHSC_01183	CP000253.1	1134120	1135055	+	936	SAOUHSC_01183	6789	5770	5902	4375	6469	1204
gene-SAOUHSC_01184	CP000253.1	1135052	1136359	+	1308	SAOUHSC_01184	8827	6555	7292	5933	8136	1155
gene-SAOUHSC_01185	CP000253.1	1136362	1137456	+	1095	SAOUHSC_01185	9037	7278	7793	6688	9339	1639
gene-SAOUHSC_01186	CP000253.1	1137463	1138206	+	744	SAOUHSC_01186	4693	4051	4391	3642	5792	1795
gene-SAOUHSC_01187	CP000253.1	1138203	1140197	+	1995	SAOUHSC_01187	29403	19766	26491	11596	14458	2651
gene-SAOUHSC_01188	CP000253.1	1140443	1141300	+	858	SAOUHSC_01188	2845	2296	2152	3135	3526	381
gene-SAOUHSC_01189	CP000253.1	1141301	1141945	+	645	SAOUHSC_01189	2757	2151	2123	2512	2273	222
gene-SAOUHSC_01190	CP000253.1	1141952	1142593	+	642	SAOUHSC_01190	3748	2730	2995	2850	3140	500
gene-SAOUHSC_01191	CP000253.1	1142974	1143162	-	189	SAOUHSC_01191	81703	77596	43657	132835	107339	33131
gene-SAOUHSC_01192	CP000253.1	1143605	1143979	+	375	SAOUHSC_01192	5385	4579	3964	3290	3844	489
gene-SAOUHSC_01193	CP000253.1	1143994	1145640	+	1647	SAOUHSC_01193	22108	16405	15148	13845	12648	2297
gene-SAOUHSC_01194	CP000253.1	1145830	1147890	+	2061	SAOUHSC_01194	5090	4262	2773	7432	7109	812
gene-SAOUHSC_01196	CP000253.1	1148093	1148665	+	573	SAOUHSC_01196	3084	2799	1912	10202	10282	1110
gene-SAOUHSC_01197	CP000253.1	1148670	1149656	+	987	SAOUHSC_01197	5174	5478	3436	19000	19652	6631
gene-SAOUHSC_01198	CP000253.1	1149649	1150575	+	927	SAOUHSC_01198	5626	5742	3776	20852	18847	3893
gene-SAOUHSC_01199	CP000253.1	1150568	1151302	+	735	SAOUHSC_01199	5976	5967	3858	22228	21069	5664
gene-SAOUHSC_01200	CP000253.1	1151425	1151523	-	99	SAOUHSC_01200	575	573	509	2429	5773	2850
gene-SAOUHSC_01201	CP000253.1	1151545	1151778	+	234	SAOUHSC_01201	6024	4896	3331	27569	19450	1633
gene-SAOUHSC_01203	CP000253.1	1151894	1152625	+	732	SAOUHSC_01203	721	601	550	1361	1624	319
gene-SAOUHSC_01204	CP000253.1	1152772	1156338	+	3567	SAOUHSC_01204	5089	4100	3623	5623	6462	712
gene-SAOUHSC_01205	CP000253.1	1156338	1157588	+	1251	SAOUHSC_01205	2723	2186	2193	2700	3420	831
gene-SAOUHSC_01206	CP000253.1	1157575	1157907	+	333	SAOUHSC_01206	845	635	778	948	2001	95
gene-SAOUHSC_01207	CP000253.1	1157933	1159300	+	1368	SAOUHSC_01207	11601	9418	8310	12098	14740	2226
gene-SAOUHSC_01208	CP000253.1	1159735	1160010	+	276	SAOUHSC_01208	15127	9677	9250	4354	5036	1149
gene-SAOUHSC_01209	CP000253.1	1160198	1160701	+	504	SAOUHSC_01209	2411	1706	1954	613	737	77
gene-SAOUHSC_01210	CP000253.1	1160701	1161438	+	738	SAOUHSC_01210	5908	4396	4758	1311	1463	417
gene-SAOUHSC_01211	CP000253.1	1161541	1161891	+	351	SAOUHSC_01211	119977	100173	88754	54082	17812	4321
gene-SAOUHSC_01212	CP000253.1	1162045	1162206	+	162	SAOUHSC_01212	58	48	48	31	20	1
gene-SAOUHSC_01213	CP000253.1	1162135	1164741	-	2607	SAOUHSC_01213	3363	2535	2405	3371	3951	332
gene-SAOUHSC_01214	CP000253.1	1165142	1166026	+	885	SAOUHSC_01214	2163	1737	1504	2145	2980	394
gene-SAOUHSC_01215	CP000253.1	1166010	1166777	+	768	SAOUHSC_01215	3057	2299	2422	2364	3391	910
gene-SAOUHSC_01216	CP000253.1	1166886	1168052	+	1167	SAOUHSC_01216	34933	38080	25003	29084	36404	20311
gene-SAOUHSC_01218	CP000253.1	1168074	1168982	+	909	SAOUHSC_01218	44986	44650	31252	29153	32947	18009
gene-SAOUHSC_01219	CP000253.1	1169209	1170327	+	1119	SAOUHSC_01219	1608	1152	1312	389	314	41
gene-SAOUHSC_01220	CP000253.1	1170355	1171599	+	1245	SAOUHSC_01220	1369	840	1201	381	384	26
gene-SAOUHSC_01221	CP000253.1	1171904	1172644	+	741	SAOUHSC_01221	294	172	225	170	180	28
gene-SAOUHSC_01222	CP000253.1	1172818	1174893	+	2076	SAOUHSC_01222	18947	17165	16044	21615	33703	9513
gene-SAOUHSC_01223	CP000253.1	1175049	1176356	+	1308	SAOUHSC_01223	19405	15673	16655	15349	25979	8933
gene-SAOUHSC_01224	CP000253.1	1176773	1177669	+	897	SAOUHSC_01224	3574	3644	2168	6913	8798	1611
gene-SAOUHSC_01225	CP000253.1	1177666	1178211	+	546	SAOUHSC_01225	4071	4523	2567	6527	8103	3274
gene-SAOUHSC_01226	CP000253.1	1178277	1179680	+	1404	SAOUHSC_01226	11111	11564	7300	18254	22010	4093
gene-SAOUHSC_01228	CP000253.1	1179705	1180478	+	774	SAOUHSC_01228	6767	6209	4253	13405	16725	1963
gene-SAOUHSC_01230	CP000253.1	1180529	1180621	+	93	SAOUHSC_01230	51	40	28	59	48	14
gene-SAOUHSC_01232	CP000253.1	1180857	1181588	+	732	SAOUHSC_01232	281853	244663	243085	35062	27291	3690
gene-SAOUHSC_01233	CP000253.1	1181622	1181735	+	114	SAOUHSC_01233	11948	8174	12430	2097	2309	114
gene-SAOUHSC_01234	CP000253.1	1181770	1182651	+	882	SAOUHSC_01234	144345	119201	116009	35144	28719	5798
gene-SAOUHSC_01235	CP000253.1	1182788	1183510	+	723	SAOUHSC_01235	3798	2774	2508	2305	2319	728
gene-SAOUHSC_01236	CP000253.1	1183529	1184083	+	555	SAOUHSC_01236	7319	5206	5387	4069	4029	706
gene-SAOUHSC_01237	CP000253.1	1184456	1185226	+	771	SAOUHSC_01237	1755	1629	1459	2528	2998	251
gene-SAOUHSC_01238	CP000253.1	1185233	1186015	+	783	SAOUHSC_01238	2238	1816	1733	2102	1962	364
gene-SAOUHSC_01239	CP000253.1	1186354	1187538	+	1185	SAOUHSC_01239	6111	4417	4254	6553	8444	1257
gene-SAOUHSC_01240	CP000253.1	1187558	1189261	+	1704	SAOUHSC_01240	15138	11411	10557	17738	19582	4387
gene-SAOUHSC_01241	CP000253.1	1189525	1193835	+	4311	SAOUHSC_01241	38039	26910	28785	18590	18367	4265
gene-SAOUHSC_01242	CP000253.1	1194125	1194592	+	468	SAOUHSC_01242	6781	5659	5084	2661	2926	431
gene-SAOUHSC_01243	CP000253.1	1194613	1195788	+	1176	SAOUHSC_01243	16086	13629	11544	6859	4269	1351
gene-SAOUHSC_01244	CP000253.1	1195809	1196093	+	285	SAOUHSC_01244	3338	2527	2685	1562	1445	362
gene-SAOUHSC_01245	CP000253.1	1196090	1196407	+	318	SAOUHSC_01245	3754	3021	2922	1790	1857	383
gene-SAOUHSC_01246	CP000253.1	1196412	1198529	+	2118	SAOUHSC_01246	51601	40451	37354	29773	25028	5630
gene-SAOUHSC_01247	CP000253.1	1198915	1199265	+	351	SAOUHSC_01247	8659	6958	6416	5199	6364	1322
gene-SAOUHSC_01248	CP000253.1	1199434	1200351	+	918	SAOUHSC_01248	1788	1681	1278	2869	3659	982
gene-SAOUHSC_01249	CP000253.1	1200366	1201337	+	972	SAOUHSC_01249	5309	4388	3181	6871	7031	917
gene-SAOUHSC_01250	CP000253.1	1201452	1201721	+	270	SAOUHSC_01250	102867	67043	78325	39023	36912	3372
gene-SAOUHSC_01251	CP000253.1	1202091	1204187	+	2097	SAOUHSC_01251	34216	30669	26591	33484	37216	11212
gene-SAOUHSC_01252	CP000253.1	1204525	1206096	+	1572	SAOUHSC_01252	35759	25271	24567	26393	27637	6411
gene-SAOUHSC_01253	CP000253.1	1206478	1208721	+	2244	SAOUHSC_01253	12181	9587	7487	15033	14293	3746
gene-SAOUHSC_01254	CP000253.1	1208726	1209439	+	714	SAOUHSC_01254	1800	1643	1142	3033	2625	928
gene-SAOUHSC_01255	CP000253.1	1209470	1210735	+	1266	SAOUHSC_01255	1309	889	955	632	635	64
gene-SAOUHSC_01256	CP000253.1	1210735	1212021	+	1287	SAOUHSC_01256	2543	1937	1839	1419	1715	344
gene-SAOUHSC_01257	CP000253.1	1212021	1212725	+	705	SAOUHSC_01257	2118	1689	1465	1241	1247	600
gene-SAOUHSC_01258	CP000253.1	1212830	1213657	+	828	SAOUHSC_01258	5625	4354	4388	5336	7630	1318
gene-SAOUHSC_01259	CP000253.1	1213676	1214068	+	393	SAOUHSC_01259	3506	2523	2576	3112	3641	1828
gene-SAOUHSC_01260	CP000253.1	1214102	1214680	+	579	SAOUHSC_01260	4939	3269	3658	3960	5364	475
gene-SAOUHSC_01261	CP000253.1	1214907	1216058	+	1152	SAOUHSC_01261	2575	1976	1840	3405	3562	331
gene-SAOUHSC_01262	CP000253.1	1216298	1217266	+	969	SAOUHSC_01262	71182	52177	53389	46551	37234	10894
gene-SAOUHSC_01263	CP000253.1	1217620	1219179	+	1560	SAOUHSC_01263	121615	113956	105617	68338	67298	12532
gene-SAOUHSC_01264	CP000253.1	1219476	1219691	-	216	SAOUHSC_01264	1527	1251	577	1413	977	32
gene-SAOUHSC_01265	CP000253.1	1219865	1220662	+	798	SAOUHSC_01265	2498	2219	1682	5578	6100	1236
